,match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,team_name,home/away,shot_id_number,lat/lng,type_of_shot,type_of_combined_shot,match_id,team_id
118,360.0,113.0,230.0,0.0,2.51935914552737,0.0,0,43.0,45.0,1.0,2,3,3,0,7,161,1,5,0,20000108,1610612747
119,368.0,0.0,0.0,10.0,4.0,0.0,0,28.0,20.0,1.0,3,1,2,0,7,162,1,11,2,20000108,1610612747
120,371.0,0.0,0.0,10.0,4.0,0.0,0,11.0,20.0,1.0,3,1,2,0,7,163,1,7,0,20000108,1610612747
121,416.0,0.0,0.0,5.0,4.0,0.0,0,37.0,20.0,0.0,3,1,2,0,7,164,1,11,0,20000108,1610612747
122,2.0,98.0,194.0,11.0,1.0,0.0,0,42.0,41.0,1.0,2,0,1,0,8,166,5,13,0,20000124,1610612747
123,5.0,-117.0,184.0,11.0,1.0,0.0,0,7.0,41.0,0.0,1,0,1,0,8,167,5,11,0,20000124,1610612747
124,24.0,0.0,-2.0,8.0,1.0,0.0,0,53.0,36.0,0.0,0,0,1,0,8,168,5,4,0,20000124,1610612747
125,31.0,70.0,36.0,8.0,1.0,0.0,0,16.0,27.0,0.0,3,2,2,0,8,169,5,11,0,20000124,1610612747
126,34.0,0.0,0.0,7.0,1.0,0.0,0,43.0,45.0,0.0,3,1,2,0,8,170,5,11,2,20000124,1610612747
127,70.0,-37.0,42.0,2.0,1.0,0.0,0,47.0,25.0,1.0,3,2,2,0,8,171,5,7,0,20000124,1610612747
128,79.0,163.0,116.0,1.0,1.0,0.0,1,28.0,40.0,0.0,4,0,1,0,8,173,5,20,0,20000124,1610612747
129,139.0,113.0,179.0,8.0,2.0,0.0,0,13.0,41.0,1.0,2,0,1,0,8,174,5,25,0,20000124,1610612747
130,150.0,169.0,-2.0,6.0,2.0,0.0,0,27.0,36.0,1.0,4,0,1,0,8,175,5,4,0,20000124,1610612747
131,200.0,91.0,156.0,0.0,2.0,0.0,0,52.0,38.0,0.0,3,0,1,0,8,176,5,11,0,20000124,1610612747
132,209.0,134.0,93.0,0.0,2.0,0.0,1,19.0,36.0,0.0,4,0,1,0,8,177,5,15,0,20000124,1610612747
133,212.0,47.0,477.0,0.0,2.0,0.0,1,0.0,67.0,0.0,5,5,4,0,8,178,5,8,0,20000124,1610612747
134,240.0,11.0,137.0,8.0,3.0,0.0,0,52.0,33.0,0.0,3,2,2,0,8,179,5,4,0,20000124,1610612747
135,304.0,199.0,13.0,2.0,3.0,0.0,0,55.0,39.0,0.0,4,0,1,0,8,180,5,4,0,20000124,1610612747
136,323.0,0.0,236.0,0.0,3.0,0.0,0,1.0,44.0,0.0,2,3,3,0,8,181,5,4,0,20000124,1610612747
137,341.0,11.0,247.0,11.0,4.0,0.0,0,18.0,44.0,0.0,3,3,3,0,8,183,5,4,0,20000124,1610612747
138,341.0,-103.0,230.0,5.0,4.0,0.0,0,43.0,45.0,0.0,1,3,3,0,8,184,5,4,0,20000124,1610612747
139,437.0,-31.0,247.0,0.0,4.0,0.0,0,2.0,44.0,1.0,3,3,3,0,8,185,5,27,0,20000124,1610612747
140,478.0,-10.0,99.0,2.0,5.0,0.0,0,5.0,29.0,1.0,3,2,0,0,8,186,5,24,0,20000124,1610612747
141,480.0,13.0,100.0,2.0,5.0,0.0,0,28.0,30.0,0.0,3,2,0,0,8,187,5,2,0,20000124,1610612747
142,498.0,-73.0,200.0,0.0,5.0,0.0,0,24.0,41.0,1.0,1,0,1,0,8,188,5,25,0,20000124,1610612747
143,18.0,0.0,184.0,10.0,1.0,0.0,0,5.0,39.0,1.0,1,0,1,0,9,189,6,22,0,20000140,1610612747
144,25.0,188.0,177.0,9.0,1.0,0.0,0,7.0,45.0,0.0,2,3,3,0,9,190,6,4,0,20000140,1610612747
145,31.0,0.0,0.0,8.0,1.0,0.0,1,15.0,20.0,0.0,3,1,2,0,9,191,6,2,0,20000140,1610612747
146,57.0,-128.0,137.0,4.0,1.0,0.0,0,22.0,38.0,0.0,1,0,1,0,9,194,6,28,0,20000140,1610612747
147,73.0,0.0,0.0,4.0,1.0,0.0,0,9.0,20.0,1.0,3,1,2,0,9,195,6,19,0,20000140,1610612747
148,112.0,1.0,93.0,11.0,2.0,0.0,0,19.0,29.0,0.0,3,2,0,0,9,197,6,4,0,20000140,1610612747
149,158.0,115.0,160.0,6.0,2.0,0.0,0,51.0,39.0,1.0,2,0,1,0,9,198,6,2,0,20000140,1610612747
150,162.0,159.0,200.0,6.0,2.0,0.0,0,11.0,45.0,1.0,2,3,3,0,9,199,6,29,0,20000140,1610612747
151,238.0,167.0,0.0,0.0,2.0,0.0,0,28.0,36.0,0.0,4,0,1,0,9,200,6,4,0,20000140,1610612747
152,246.0,-162.0,245.0,11.0,3.0,0.0,0,17.0,49.0,0.0,1,3,3,0,9,201,6,15,0,20000140,1610612747
153,269.0,167.0,-6.0,8.0,3.0,0.0,1,35.0,36.0,0.0,4,0,1,0,9,203,6,11,0,20000140,1610612747
154,285.0,-4.0,150.0,6.0,3.0,0.0,0,24.0,35.0,1.0,3,0,0,0,9,204,6,2,0,20000140,1610612747
155,311.0,237.0,19.0,3.0,3.0,0.0,0,21.0,37.0,1.0,4,4,3,0,9,206,6,30,0,20000140,1610612747
156,333.0,-229.0,19.0,0.0,3.0,0.0,0,47.0,37.0,1.0,0,6,3,0,9,207,6,4,0,20000140,1610612747
157,350.0,0.0,0.0,11.0,4.0,0.0,0,10.0,20.0,0.0,3,1,2,0,9,208,6,2,0,20000140,1610612747
158,398.0,0.0,0.0,7.0,4.0,0.0,0,10.0,20.0,1.0,3,1,2,0,9,209,6,27,0,20000140,1610612747
159,448.0,37.0,82.0,1.0,4.0,0.0,0,18.0,28.0,1.0,3,2,0,0,9,212,6,2,0,20000140,1610612747
160,450.0,-42.0,87.0,0.0,4.0,0.0,0,46.0,29.0,0.0,3,2,0,0,9,213,6,4,0,20000140,1610612747
161,17.0,28.0,247.0,9.0,1.0,0.0,0,3.0,44.0,0.0,3,3,3,0,10,214,1,2,0,20000147,1610612747
162,48.0,7.0,0.0,6.0,1.0,0.0,1,10.0,29.0,0.0,3,2,0,0,10,215,1,31,0,20000147,1610612747
163,83.0,0.0,0.0,3.0,1.0,0.0,1,10.0,20.0,1.0,3,1,2,0,10,216,1,7,0,20000147,1610612747
164,114.0,0.0,0.0,0.0,1.0,0.0,0,13.0,20.0,0.0,3,1,2,0,10,217,1,11,0,20000147,1610612747
165,153.0,0.0,0.0,7.0,2.0,0.0,0,28.0,20.0,1.0,3,1,2,0,10,218,1,7,0,20000147,1610612747
166,166.0,115.0,135.0,6.0,2.0,0.0,0,3.0,37.0,0.0,2,0,1,0,10,219,1,13,0,20000147,1610612747
167,213.0,142.0,184.0,0.0,2.51935914552737,0.0,0,44.0,43.0,0.0,2,0,1,0,10,220,1,8,0,20000147,1610612747
168,224.0,0.0,0.0,11.0,3.0,0.0,0,24.0,20.0,1.0,3,1,2,0,10,221,1,2,1,20000147,1610612747
169,229.0,0.0,0.0,10.0,2.51935914552737,0.0,0,19.0,20.0,1.0,3,1,2,0,10,222,1,11,0,20000147,1610612747
170,231.0,79.0,163.0,9.0,3.0,0.0,1,45.0,38.0,0.0,2,0,1,0,10,223,1,11,0,20000147,1610612747
171,251.0,142.0,141.0,7.0,3.0,0.0,0,22.0,40.0,1.0,2,0,1,0,10,224,1,0,0,20000147,1610612747
172,257.0,30.0,125.0,7.0,3.0,0.0,0,43.0,32.0,0.0,3,2,0,0,10,225,1,32,0,20000147,1610612747
173,276.0,-60.0,97.0,4.0,3.0,0.0,0,55.0,31.0,1.0,0,2,0,0,10,226,1,5,0,20000147,1610612747
174,302.0,0.0,0.0,1.0,3.0,0.0,1,34.0,20.0,0.0,3,1,2,0,10,227,1,15,2,20000147,1610612747
175,330.0,115.0,245.0,11.0,4.0,0.0,1,13.0,47.0,0.0,2,3,3,0,10,229,1,11,0,20000147,1610612747
176,334.0,-132.0,184.0,10.0,4.0,0.0,0,52.0,20.0,0.0,1,0,1,0,10,230,1,16,0,20000147,1610612747
177,342.0,0.0,0.0,10.0,4.0,0.0,0,12.0,20.0,0.0,3,1,2,0,10,231,1,2,2,20000147,1610612747
178,344.0,0.0,0.0,10.0,4.0,0.0,0,8.0,20.0,0.0,3,1,2,0,10,232,1,15,2,20000147,1610612747
179,437.0,-25.0,76.0,2.0,4.0,0.0,0,28.0,28.0,1.0,3,2,0,0,10,233,1,2,0,20000147,1610612747
180,440.0,-145.0,108.0,1.0,4.0,0.0,1,37.0,38.0,0.0,1,0,1,0,10,234,1,25,0,20000147,1610612747
181,454.0,-208.0,-29.0,0.0,4.0,0.0,0,31.0,41.0,0.0,0,0,1,0,10,235,1,0,0,20000147,1610612747
182,10.0,-105.0,148.0,10.0,1.0,0.0,0,5.0,38.0,1.0,1,0,1,0,11,236,1,33,0,20000168,1610612747
183,26.0,-48.0,175.0,8.0,1.0,0.0,1,0.0,38.0,0.0,3,0,1,0,11,237,1,8,0,20000168,1610612747
184,51.0,0.0,247.0,4.0,1.0,0.0,1,58.0,45.0,0.0,3,3,3,0,11,238,1,2,0,20000168,1610612747
185,74.0,0.0,0.0,2.0,1.0,0.0,0,36.0,20.0,1.0,3,1,2,0,11,239,1,2,0,20000168,1610612747
186,81.0,0.0,0.0,2.0,1.0,0.0,0,20.0,20.0,0.0,3,1,2,0,11,240,1,2,2,20000168,1610612747
187,84.0,0.0,0.0,2.0,1.0,0.0,0,8.0,20.0,1.0,3,1,2,0,11,241,1,7,0,20000168,1610612747
188,87.0,142.0,226.0,1.0,1.0,0.0,0,43.0,46.0,1.0,2,3,3,0,11,242,1,30,0,20000168,1610612747
189,121.0,0.0,0.0,10.0,2.0,0.0,0,17.0,20.0,1.0,3,1,2,0,11,243,1,2,1,20000168,1610612747
190,134.0,-63.0,171.0,9.0,2.0,0.0,0,16.0,38.0,1.0,1,0,1,0,11,244,1,2,0,20000168,1610612747
191,192.0,0.0,0.0,3.0,2.0,0.0,0,34.0,20.0,1.0,3,1,2,0,11,245,1,2,1,20000168,1610612747
192,202.0,64.0,0.0,2.0,2.0,0.0,0,30.0,38.0,1.0,2,0,1,0,11,246,1,9,0,20000168,1610612747
193,241.0,0.0,0.0,9.0,3.0,0.0,0,52.0,20.0,1.0,3,1,2,0,11,247,1,8,1,20000168,1610612747
194,246.0,0.0,0.0,9.0,3.0,0.0,0,12.0,44.0,1.0,3,1,2,0,11,248,1,2,0,20000168,1610612747
195,271.0,115.0,236.0,6.0,3.0,0.0,0,31.0,46.0,1.0,2,3,3,0,11,249,1,34,0,20000168,1610612747
196,273.0,163.0,7.0,5.0,3.0,0.0,0,20.0,36.0,0.0,4,0,1,0,11,251,1,11,0,20000168,1610612747
197,331.0,0.0,0.0,2.0,3.0,0.0,0,6.0,20.0,0.0,3,1,2,0,11,252,1,11,0,20000168,1610612747
198,333.0,0.0,0.0,2.0,3.0,0.0,0,0.0,20.0,1.0,3,1,2,0,11,253,1,11,2,20000168,1610612747
199,342.0,0.0,0.0,1.0,3.0,0.0,0,26.0,37.0,1.0,3,1,2,0,11,254,1,11,0,20000168,1610612747
200,8.0,64.0,40.0,10.0,1.0,0.0,0,33.0,27.0,0.0,3,2,2,0,12,255,1,35,0,20000180,1610612747
201,45.0,-105.0,-2.0,7.0,1.0,0.0,0,33.0,30.0,1.0,3,0,0,0,12,256,1,5,0,20000180,1610612747
202,60.0,0.0,0.0,5.0,1.0,0.0,0,52.0,20.0,1.0,3,1,2,0,12,258,1,4,2,20000180,1610612747
